ADV,PRON,ADP,PRON,NOUN,AUX,VERB,PART,VERB,ADP,DET,NOUN,ADP,PRON,NUM,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,DET,NOUN,PRON,PRON,VERB,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,PRON,NOUN,PUNCT,PRON,AUX,ADJ,PART,VERB,SCONJ,PRON,AUX,VERB,DET,ADJ,NOUN,ADP,PROPN,PUNCT,PRON,VERB,NOUN,ADP,NOUN,PUNCT,DET,PROPN,NOUN,ADP,PROPN,PUNCT,VERB,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,PROPN,CCONJ,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,PUNCT,DET,PROPN,PROPN,CCONJ,NOUN,NOUN,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,PUNCT,PRON,AUX,VERB,DET,ADJ,NOUN,PUNCT,ADJ,VERB,PUNCT,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PUNCT,PRON,AUX,DET,NOUN,CCONJ,NOUN,NOUN,PUNCT,PRON,PRON,AUX,ADJ,ADP,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,PRON,AUX,VERB,PUNCT,DET,NOUN,AUX,AUX,VERB,ADP,DET,PROPN,PROPN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,NUM,AUX,ADP,NUM,NOUN,ADP,ADJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,DET,ADJ,NOUN,SCONJ,PRON,AUX,ADJ,PRON,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,SCONJ,DET,NOUN,AUX,VERB,PUNCT,PRON,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,PUNCT,PRON,ADP,PRON,VERB,PART,VERB,DET,NOUN,PUNCT,SCONJ,SCONJ,DET,NOUN,VERB,ADP,DET,PROPN,PROPN,PUNCT,PRON,AUX,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,PRON,AUX,ADV,VERB,ADP,DET,NOUN,ADV,ADP,DET,NOUN,PROPN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,VERB,ADP,DET,PROPN,PROPN,ADP,ADJ,PROPN,PUNCT,PRON,ADV,ADP,VERB,DET,ADJ,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PART,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,PART,VERB,VERB,DET,NOUN,SCONJ,PRON,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,PRON,NOUN,NOUN,ADV,ADV,ADP,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PUNCT,CCONJ,PRON,VERB,PRON,VERB,PART,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,NOUN,PUNCT,SCONJ,PRON,VERB,ADP,PRON,NOUN,PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,AUX,PRON,PRON,AUX,VERB,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,NOUN,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,ADP,PRON,NOUN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,VERB,ADP,ADP,PRON,CCONJ,VERB,ADV,PUNCT,PUNCT,PRON,NOUN,PUNCT,PRON,NOUN,PART,NOUN,AUX,ADV,VERB,ADJ,PUNCT,PUNCT,ADV,PRON,AUX,PART,VERB,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT,PRON,AUX,ADV,ADJ,SCONJ,PROPN,VERB,ADV,ADV,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,ADV,VERB,PRON,NOUN,AUX,VERB,PART,VERB,DET,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,PRON,AUX,DET,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,VERB,ADP,DET,NOUN,PRON,AUX,VERB,PART,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM,NOUN,PUNCT,PRON,ADV,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PART,VERB,ADP,DET,PROPN,NOUN,NOUN,PUNCT,PRON,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,DET,NOUN,PRON,VERB,ADV,ADV,CCONJ,VERB,DET,NOUN,NOUN,PUNCT,NOUN,PUNCT,PRON,VERB,PRON,NOUN,ADP,NOUN,ADP,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,PART,VERB,ADP,DET,ADJ,NOUN,PUNCT,PRON,AUX,VERB,VERB,PRON,CCONJ,ADV,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,PRON,AUX,VERB,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,ADV,PUNCT,PRON,VERB,PRON,NOUN,AUX,VERB,ADP,DET,NOUN,VERB,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,PART,VERB,SCONJ,PRON,AUX,VERB,DET,ADJ,NOUN,PUNCT,PRON,VERB,ADP,PRON,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,ADP,PRON,NOUN,PUNCT,PRON,VERB,PRON,ADP,ADJ,NOUN,PRON,PRON,ADV,VERB,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PRON,DET,NOUN,PART,AUX,PRON,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADV,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADV,PUNCT,ADP,DET,NOUN,ADP,PRON,ADJ,NOUN,PUNCT,PART,VERB,PRON,ADP,PRON,PRON,AUX,VERB,ADP,PRON,CCONJ,ADP,PRON,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,VERB,ADP,PRON,NOUN,CCONJ,PRON,AUX,VERB,SCONJ,PRON,PRON,VERB,PRON,PUNCT,PRON,PRON,AUX,ADV,VERB,ADV,ADP,AUX,DET,PROPN,NOUN,ADP,PROPN,PUNCT,CCONJ,PRON,AUX,ADV,ADV,VERB,PART,VERB,DET,PROPN,PROPN,ADV,ADV,ADP,DET,PROPN,PROPN,PUNCT,PRON,AUX,AUX,ADV,ADJ,ADP,PRON,PUNCT,PRON,AUX,VERB,SCONJ,PRON,AUX,VERB,ADP,PRON,PUNCT,PRON,PUNCT
INTJ,ADV,PRON,AUX,AUX,ADV,VERB,DET,NOUN,ADP,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,CCONJ,DET,ADJ,NOUN,ADP,DET,NOUN,AUX,VERB,PART,VERB,CCONJ,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,ADP,DET,PROPN,PROPN,PROPN,ADP,PROPN,NOUN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,AUX,DET,ADJ,NOUN,ADP,PRON,SCONJ,PRON,ADV,AUX,PART,VERB,ADJ,NOUN,ADP,PRON,ADJ,NOUN,PUNCT,ADV,PUNCT,DET,NOUN,NOUN,AUX,ADJ,ADP,DET,NOUN,ADV,PRON,AUX,PART,VERB,DET,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,DET,PROPN,PROPN,ADP,PROPN,NOUN,SCONJ,SCONJ,PRON,AUX,VERB,DET,PROPN,NOUN,ADP,PROPN,NOUN,ADV,ADP,VERB,ADP,DET,NOUN,NOUN,PUNCT,ADV,PUNCT,PRON,AUX,VERB,VERB,ADP,PROPN,NOUN,SCONJ,PRON,AUX,PART,AUX,DET,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,CCONJ,PRON,VERB,PRON,VERB,PART,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,AUX,ADJ,PART,AUX,VERB,ADP,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,AUX,VERB,ADJ,ADP,PRON,NOUN,PUNCT,ADP,DET,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,AUX,VERB,ADP,DET,NOUN,PUNCT,VERB,ADP,PRON,ADJ,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,VERB,ADP,DET,NOUN,ADP,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADV,PUNCT,PRON,AUX,ADV,ADJ,PART,VERB,DET,NOUN,VERB,ADP,ADV,CCONJ,VERB,PRON,NOUN,PUNCT,PRON,NOUN,CCONJ,PRON,NOUN,PUNCT,VERB,ADP,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,VERB,CCONJ,DET,NOUN,AUX,PRON,VERB,ADP,PRON,NOUN,ADP,DET,NOUN,PUNCT,DET,NOUN,SCONJ,PRON,AUX,VERB,AUX,VERB,DET,NOUN,SCONJ,PRON,AUX,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,PRON,NOUN,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADV,ADP,DET,NOUN,PUNCT,ADV,VERB,DET,NOUN,PUNCT,CCONJ,VERB,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,ADJ,NOUN,SCONJ,PRON,VERB,PRON,PUNCT,PRON,NOUN,VERB,PART,VERB,CCONJ,PRON,AUX,VERB,SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,CCONJ,PRON,AUX,ADJ,PART,VERB,PUNCT,VERB,ADP,PRON,NOUN,CCONJ,NOUN,ADJ,ADP,NOUN,PUNCT,SCONJ,PRON,VERB,DET,ADJ,NOUN,PUNCT,VERB,PRON,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,AUX,DET,NOUN,ADP,PRON,NOUN,PART,VERB,PRON,ADP,VERB,DET,ADJ,NOUN,ADP,PROPN,PUNCT,ADV,DET,NOUN,ADP,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,SCONJ,PRON,AUX,DET,ADJ,NOUN,SCONJ,PRON,PART,VERB,ADV,ADJ,NOUN,CCONJ,PRON,AUX,VERB,PRON,NOUN,ADP,DET,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,PRON,AUX,VERB,CCONJ,VERB,DET,NOUN,ADP,DET,PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,SCONJ,ADJ,ADP,DET,NOUN,AUX,ADV,VERB,DET,NUM,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,PART,VERB,DET,NOUN,NOUN,PRON,AUX,AUX,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,PROPN,PROPN,CCONJ,NOUN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,AUX,AUX,VERB,ADP,DET,PROPN,PROPN,PROPN,PUNCT,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,ADP,PROPN,PROPN,NUM,PUNCT,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,VERB,DET,NOUN,PUNCT,PRON,AUX,AUX,PUNCT,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADJ,NOUN,PUNCT,VERB,NOUN,CCONJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,ADP,PRON,PUNCT,PRON,VERB,ADV,VERB,ADP,CCONJ,NOUN,PUNCT,PRON,VERB,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,AUX,DET,ADJ,NOUN,SCONJ,PRON,VERB,ADP,ADV,NUM,NOUN,PUNCT,PRON,AUX,PROPN,PROPN,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PUNCT,PRON,AUX,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,PRON,AUX,ADJ,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADV,AUX,PRON,DET,NOUN,ADP,SCONJ,DET,NOUN,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,PRON,PRON,VERB,ADP,ADJ,CCONJ,ADV,PRON,VERB,ADP,DET,NOUN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,ADJ,NOUN,AUX,PRON,NOUN,CCONJ,PRON,VERB,PRON,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,AUX,DET,NOUN,ADP,DET,NOUN,AUX,AUX,PUNCT,VERB,DET,ADJ,PUNCT,ADP,ADJ,PUNCT,CCONJ,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,PUNCT,PRON,VERB,NOUN,PART,NOUN,AUX,PART,AUX,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,AUX,VERB,ADP,ADP,DET,NOUN,PUNCT,SCONJ,SCONJ,PART,VERB,ADJ,NOUN,PART,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,AUX,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,ADP,NOUN,SCONJ,ADJ,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,AUX,AUX,DET,ADJ,ADJ,NOUN,ADP,PRON,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,DET,NOUN,SCONJ,NOUN,PART,VERB,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,DET,NOUN,ADP,NOUN,SCONJ,DET,NOUN,AUX,VERB,PART,VERB,NOUN,PART,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADJ,PUNCT,DET,NOUN,AUX,VERB,PRON,NOUN,PUNCT,NOUN,CCONJ,VERB,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,PRON,PRON,VERB,ADP,SCONJ,PRON,VERB,DET,NOUN,PART,NOUN,ADP,PROPN,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADJ,NOUN,PUNCT,PRON,AUX,AUX,DET,NOUN,ADP,ADJ,NOUN,SCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,VERB,PRON,ADP,DET,NOUN,PUNCT,VERB,VERB,NOUN,PUNCT,VERB,ADP,NOUN,PUNCT,CCONJ,VERB,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,AUX,AUX,ADP,DET,ADJ,ADJ,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,ADJ,NOUN,PUNCT,PRON,VERB,DET,NOUN,PRON,VERB,DET,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,DET,ADJ,SCONJ,NOUN,VERB,PART,VERB,PRON,ADV,CCONJ,PRON,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PUNCT,PRON,AUX,AUX,NOUN,CCONJ,NOUN,NOUN,ADP,DET,NOUN,PART,VERB,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,NOUN,CCONJ,NOUN,NOUN,AUX,PART,VERB,PUNCT,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,SCONJ,DET,NOUN,ADP,DET,NOUN,AUX,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,NOUN,PART,VERB,ADP,PRON,CCONJ,PRON,VERB,PART,VERB,PRON,ADP,VERB,DET,NOUN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,NOUN,CCONJ,PRON,PRON,VERB,PRON,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADP,DET,NOUN,NOUN,SCONJ,PRON,AUX,PRON,VERB,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,AUX,VERB,DET,NOUN,ADP,DET,NOUN,CCONJ,NOUN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,ADP,DET,ADJ,CCONJ,PRON,PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,AUX,ADJ,SCONJ,PRON,AUX,VERB,PRON,DET,NOUN,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADJ,NOUN,PART,VERB,PRON,ADV,SCONJ,ADJ,ADP,PRON,AUX,PART,AUX,ADP,DET,NOUN,ADP,NOUN,CCONJ,PRON,AUX,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,ADJ,SCONJ,PRON,VERB,DET,NOUN,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,AUX,PRON,VERB,PRON,NOUN,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,AUX,VERB,SCONJ,DET,ADV,NOUN,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
