PRON,NOUN,CCONJ,PRON,VERB,ADP,DET,NOUN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,ADP,PRON,NOUN,NOUN,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PRON,SCONJ,PRON,VERB,DET,ADJ,CCONJ,VERB,ADP,DET,NOUN,PUNCT,CCONJ,DET,NOUN,VERB,ADP,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,VERB,ADJ,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PART,VERB,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADP,DET,ADJ,NOUN,PUNCT,PRON,VERB,PART,VERB,ADP,DET,NUM,NOUN,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,SCONJ,PRON,AUX,ADV,ADJ,PART,VERB,ADP,DET,ADJ,NOUN,SCONJ,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,PART,VERB,ADP,CCONJ,PRON,AUX,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,PART,VERB,ADV,ADJ,CCONJ,ADJ,PUNCT,CCONJ,PRON,VERB,ADV,NUM,NOUN,ADV,ADV,PUNCT,ADV,PRON,VERB,PART,VERB,ADV,SCONJ,DET,NOUN,AUX,PART,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,SCONJ,PRON,VERB,NUM,NOUN,ADJ,PUNCT,PRON,ADJ,NOUN,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,ADP,PUNCT,CCONJ,ADV,PRON,NOUN,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PUNCT,CCONJ,PRON,AUX,PART,VERB,DET,NOUN,PUNCT,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,PROPN,PUNCT,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,NOUN,ADP,PRON,NOUN,ADP,PRON,NOUN,PART,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,PRON,AUX,ADV,PUNCT,VERB,DET,NOUN,VERB,ADP,PROPN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADJ,NOUN,PUNCT,ADV,ADP,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADJ,PUNCT,DET,PROPN,PROPN,PROPN,AUX,NUM,ADP,DET,ADJ,NOUN,PRON,AUX,ADV,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,SCONJ,PRON,AUX,ADV,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,PRON,ADP,PRON,NOUN,AUX,VERB,DET,NOUN,ADP,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,AUX,ADP,PROPN,CCONJ,ADP,PROPN,PROPN,NUM,PUNCT,PRON,AUX,ADP,DET,NOUN,PRON,AUX,ADP,PROPN,ADP,DET,NUM,PUNCT,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,DET,ADJ,NOUN,SCONJ,PRON,AUX,ADV,ADJ,ADP,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PUNCT,PRON,AUX,ADJ,ADP,NOUN,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,SCONJ,PRON,AUX,ADJ,PUNCT,PRON,AUX,VERB,PART,VERB,DET,NOUN,ADP,DET,NOUN,ADP,NUM,PROPN,ADV,ADP,VERB,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,ADV,ADV,ADJ,SCONJ,PRON,AUX,VERB,SCONJ,DET,NOUN,PART,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,DET,DET,ADJ,NOUN,ADP,PRON,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,NOUN,PUNCT,ADJ,ADP,NOUN,CCONJ,NOUN,NOUN,PUNCT,VERB,PART,VERB,DET,ADJ,NOUN,ADP,NOUN,VERB,PRON,DET,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,PART,VERB,SCONJ,PRON,AUX,ADJ,CCONJ,PART,PUNCT,PRON,AUX,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADP,ADJ,NOUN,PUNCT,ADV,PRON,ADP,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,CCONJ,VERB,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,SCONJ,NOUN,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADP,ADJ,NOUN,PUNCT,NOUN,VERB,PART,VERB,PRON,DET,DET,NOUN,PART,VERB,ADP,PRON,ADJ,NOUN,PART,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADJ,SCONJ,NOUN,PART,VERB,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,NOUN,AUX,PART,ADV,VERB,ADP,ADJ,NOUN,PUNCT,CCONJ,NOUN,CCONJ,NOUN,AUX,ADV,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PUNCT,PRON,SCONJ,PRON,VERB,ADJ,NOUN,CCONJ,NOUN,PUNCT,DET,NOUN,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,PROPN,NUM,PROPN,PROPN,VERB,ADP,DET,NOUN,NOUN,AUX,NUM,ADP,DET,ADJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,PART,VERB,PRON,AUX,PRON,NOUN,PUNCT,PRON,AUX,ADJ,PUNCT,PRON,AUX,VERB,PRON,NOUN,ADP,NOUN,CCONJ,VERB,PART,VERB,ADP,DET,NOUN,ADP,NOUN,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADJ,PART,VERB,SCONJ,NOUN,AUX,VERB,PRON,NOUN,ADP,DET,NOUN,ADP,PROPN,PROPN,CCONJ,VERB,PART,VERB,PRON,NOUN,CCONJ,DET,PROPN,NOUN,VERB,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,PRON,VERB,PRON,ADJ,NOUN,PART,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,PART,VERB,PRON,ADP,DET,NOUN,PRON,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADV,ADJ,NOUN,PUNCT,ADV,DET,NOUN,NOUN,ADP,PROPN,PUNCT,PRON,PRON,AUX,ADJ,DET,ADJ,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,NOUN,AUX,VERB,DET,NOUN,ADP,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,CCONJ,AUX,PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,VERB,ADP,DET,PROPN,PROPN,PROPN,ADP,PROPN,ADP,DET,ADJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,SCONJ,NUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PUNCT,NUM,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,AUX,ADP,DET,DET,ADJ,NOUN,PUNCT,NOUN,CCONJ,NOUN,NOUN,PUNCT,VERB,ADP,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,PART,VERB,PART,VERB,ADV,SCONJ,PRON,AUX,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,DET,ADJ,NOUN,ADP,PRON,SCONJ,PRON,AUX,AUX,ADJ,PART,VERB,ADP,ADJ,ADP,DET,NOUN,ADP,PROPN,CCONJ,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,DET,NOUN,PART,VERB,ADJ,NOUN,CCONJ,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADV,ADV,ADJ,ADP,DET,NOUN,NOUN,CCONJ,AUX,ADV,VERB,PRON,VERB,PRON,DET,NOUN,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADJ,NOUN,ADP,SCONJ,DET,NOUN,AUX,AUX,VERB,PART,VERB,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,VERB,ADP,PROPN,CCONJ,VERB,VERB,ADP,DET,PROPN,PROPN,ADP,PROPN,ADP,PROPN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,DET,NOUN,SCONJ,PRON,AUX,PART,VERB,ADJ,NOUN,CCONJ,DET,NOUN,NOUN,AUX,AUX,ADV,ADJ,SCONJ,PRON,PART,VERB,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PUNCT,ADV,PUNCT,VERB,CCONJ,VERB,ADP,DET,NOUN,NOUN,SCONJ,PRON,VERB,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,AUX,ADV,ADJ,SCONJ,PRON,AUX,VERB,PRON,PRON,NOUN,PART,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,CCONJ,PRON,VERB,ADJ,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,NOUN,ADV,ADP,NOUN,PUNCT,NOUN,VERB,VERB,NOUN,ADV,ADP,ADV,DET,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,ADP,NOUN,PUNCT,ADP,NOUN,NOUN,PART,VERB,NOUN,CCONJ,NOUN,PUNCT,CCONJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,AUX,PART,ADV,VERB,PART,VERB,ADV,AUX,PRON,PUNCT,INTJ,PUNCT,ADP,DET,NOUN,PUNCT,DET,NOUN,AUX,AUX,DET,NOUN,CCONJ,DET,NOUN,ADV,ADJ,PART,VERB,AUX,AUX,ADJ,PUNCT,ADJ,CCONJ,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADV,ADJ,NOUN,ADP,PRON,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,NOUN,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,VERB,NOUN,NOUN,CCONJ,NOUN,ADV,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADP,CCONJ,ADP,NOUN,ADP,NOUN,NOUN,CCONJ,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,ADJ,PART,VERB,DET,NOUN,ADP,VERB,ADP,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,AUX,PRON,ADJ,ADP,DET,NOUN,ADV,ADP,DET,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,PRON,AUX,VERB,PUNCT,PRON,NOUN,AUX,AUX,ADV,DET,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,CCONJ,NOUN,AUX,VERB,SCONJ,PRON,AUX,CCONJ,DET,VERB,NOUN,CCONJ,PRON,AUX,ADV,AUX,VERB,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,DET,ADJ,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,PART,VERB,SCONJ,ADJ,ADP,DET,NOUN,CCONJ,DET,NOUN,ADP,NOUN,AUX,PART,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,DET,NOUN,AUX,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADV,ADP,VERB,ADP,NOUN,PUNCT,SCONJ,PART,VERB,NOUN,VERB,ADP,PRON,PUNCT,PRON,AUX,AUX,VERB,ADP,NOUN,VERB,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PART,VERB,DET,NOUN,CCONJ,VERB,ADP,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,PRON,NOUN,AUX,AUX,ADJ,ADP,DET,NOUN,AUX,ADV,DET,NOUN,PRON,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,NOUN,PART,VERB,NOUN,ADV,SCONJ,PRON,AUX,ADV,AUX,VERB,ADP,DET,NOUN,PUNCT,DET,NOUN,PUNCT,CCONJ,PRON,ADV,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,ADV,AUX,DET,ADJ,ADP,NOUN,ADP,DET,NOUN,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,AUX,VERB,ADP,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,SCONJ,NOUN,AUX,PART,VERB,DET,ADJ,NOUN,ADP,NOUN,SCONJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,AUX,VERB,ADP,ADP,DET,NOUN,NOUN,CCONJ,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,SCONJ,DET,DET,NOUN,AUX,PART,ADV,AUX,VERB,SCONJ,PRON,VERB,NOUN,ADV,CCONJ,ADV,ADV,ADP,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,AUX,ADJ,PART,VERB,CCONJ,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PRON,ADP,VERB,PRON,PART,VERB,DET,ADJ,NOUN,ADP,VERB,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,CCONJ,PRON,VERB,PRON,ADV,ADJ,PUNCT,ADV,SCONJ,ADP,DET,PROPN,NOUN,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,DET,NOUN,ADP,DET,PROPN,PROPN,CCONJ,PROPN,PROPN,CCONJ,PRON,AUX,VERB,SCONJ,PRON,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,PART,AUX,ADP,DET,PROPN,PROPN,PROPN,ADP,DET,ADJ,ADP,PROPN,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCT,PART,NUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,PRON,VERB,DET,NOUN,CCONJ,NOUN,PUNCT,DET,NOUN,AUX,ADV,ADJ,PUNCT,SCONJ,PRON,VERB,PRON,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,VERB,DET,ADJ,NOUN,PUNCT,NOUN,PUNCT,CCONJ,NOUN,PUNCT,PRON,VERB,ADP,CCONJ,ADV,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,ADJ,PUNCT,SCONJ,PRON,AUX,PART,VERB,PART,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,PRON,VERB,PRON,AUX,DET,ADJ,NOUN,PART,VERB,ADJ,ADP,ADJ,PROPN,NOUN,CCONJ,PRON,NOUN,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,VERB,DET,PROPN,PROPN,CCONJ,NOUN,PROPN,ADP,PROPN,NOUN,CCONJ,VERB,DET,PROPN,PROPN,ADP,PROPN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,PRON,VERB,PRON,AUX,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,ADJ,NOUN,VERB,ADP,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADJ,NOUN,PART,AUX,ADJ,ADP,PRON,PRON,AUX,PART,VERB,ADP,VERB,ADP,PRON,CCONJ,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,ADJ,NOUN,PUNCT,ADV,ADV,SCONJ,PRON,AUX,NOUN,CCONJ,NOUN,NOUN,PUNCT,AUX,PART,VERB,PART,AUX,VERB,ADP,NOUN,DET,NOUN,PRON,AUX,VERB,PART,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,SCONJ,NOUN,PART,ADV,NOUN,AUX,NOUN,PUNCT,SCONJ,PRON,VERB,SCONJ,SCONJ,PRON,VERB,ADJ,NOUN,PART,ADJ,NOUN,PUNCT,PRON,AUX,VERB,NOUN,ADP,NOUN,VERB,DET,NOUN,CCONJ,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,AUX,PART,VERB,DET,NOUN,DET,NOUN,AUX,VERB,ADP,DET,ADJ,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,DET,NOUN,PART,NOUN,AUX,PART,DET,NOUN,PUNCT,PRON,VERB,DET,NOUN,PRON,AUX,VERB,PART,VERB,DET,NOUN,PART,CCONJ,NOUN,PROPN,PART,NOUN,ADV,SCONJ,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,ADV,ADV,PRON,CCONJ,PRON,DET,NOUN,PART,NOUN,AUX,PUNCT,ADJ,NOUN,VERB,PART,VERB,PRON,NOUN,PUNCT,PRON,NOUN,PUNCT,PRON,ADJ,NOUN,ADV,ADV,ADJ,NOUN,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADP,PRON,ADP,PRON,NOUN,ADP,DET,PUNCT,PROPN,PROPN,PUNCT,CCONJ,PUNCT,PROPN,PROPN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADP,VERB,DET,ADJ,NOUN,PUNCT,ADV,DET,NOUN,NOUN,PUNCT,PRON,AUX,ADV,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
